PDB_IDs	Ligand_Codes	Predictions	Labels
3b7r	BIR	8.8871	7.7000
3bex	PAU	2.6171	5.5700
3bl0	BL0	5.9253	6.9200
3brn	SRO	5.6577	8.7000
3bu1	HSM	4.2103	8.1500
3bxe	13P	4.7963	5.4800
3c2f	PRP	5.2625	2.0000
3c2o	NTM	3.8774	3.3500
3c2r	PHT	3.7778	3.1100
3c7i	TVN	8.0749	5.6400
3ccw	4HI	6.7587	7.8700
3ccz	5HI	7.2406	7.2900
3cd7	882	7.4993	7.8400
3czv	AZM	7.4316	7.8000
3d2r	ADP	5.3866	5.4800
3d51	GOX	5.1202	4.1500
3d83	GK6	7.7758	8.3600
3ddg	GB7	6.2708	6.0000
3dp4	AMQ	6.0599	7.3700
3e92	G6A	7.8741	8.0000
3eko	PYU	3.6224	6.7000
3ekr	PY9	6.8133	5.5500
3ene	NPZ	6.9244	6.2400
3eqr	T74	8.3434	8.7000
3f8c	HT1	4.7993	7.6800
3fat	AMQ	6.1796	7.6400
