PDB_IDs	Ligand_Codes	Predictions	Labels
3ary	I5I	6.0478	6.0000
3b1m	KRC	7.9364	8.4800
3b27	B2T	5.3064	5.1600
3b5r	B5R	7.4568	8.7700
3b65	3B6	7.8272	9.2700
3b68	B68	8.2837	8.4000
3bgz	VX3	5.7321	6.2600
3coy	53H	6.9206	6.0200
3coz	54H	6.8837	5.5700
3d4z	GIM	7.1749	4.8900
3d6q	U3S	4.2062	3.7600
3dd0	EZL	8.9016	9.0000
3dx1	YHO	5.9631	3.5800
3dx2	MZB	5.8045	6.8200
3dxg	U5P	4.3208	2.4000
3e5a	VX6	6.7319	8.2300
3e92	G6A	7.8741	8.0000
3e93	19B	8.4102	8.8500
3ebp	CPB	7.1301	5.9100
3ehy	TBL	6.3925	5.8500
3ejr	HN4	7.0569	8.5700
3f3c	PFF	4.2347	6.0200
3fcq	M3S	3.3402	2.7700
3fur	Z12	6.4542	8.0000
3fv1	DYH	7.8806	9.3000
3fv2	NDZ	7.2912	8.1100
3g0w	LGB	8.0127	9.5200
3g2n	OAK	4.1329	4.0900
3g2z	GZ2	3.7252	2.3600
3g31	GF1	5.4024	2.8900
3gbb	MS8	6.9236	6.9000
3gc5	2MQ	6.4191	7.2600
3ge7	AFQ	7.8884	8.7000
3gr2	GF4	2.3861	2.5200
3gv9	GV9	2.9666	2.1200
3gy4	PBZ	4.0346	5.1000
3ivg	FG5	5.5124	4.3000
3jvr	AGX	5.2737	5.7200
3jvs	AGY	7.9049	6.5400
3jya	LWG	5.2913	6.8900
3k5v	STJ	7.0802	6.3000
3kgp	4AZ	3.0893	2.5700
3kr8	XAV	7.4165	8.1000
3kwa	SPM	4.0089	4.0800
3l7b	DKZ	3.1472	2.4000
3lka	M4S	6.4498	2.8200
3mss	MS7	5.6872	4.6600
3myg	EML	7.0250	10.7000
3n76	CA2	4.8954	6.8500
3n7a	FA1	4.1267	3.7000
3n86	RJP	5.8209	5.6400
3nq9	OCA	4.2991	4.0300
3nw9	637	7.9129	9.0000
3nx7	NHK	7.2650	8.1000
3o9i	A61	11.8919	11.8200
3oe4	610	6.3311	7.4700
3oe5	611	6.1340	6.8800
3ozs	OZS	6.4537	5.3300
3ozt	OZZ	5.6727	4.1300
3p5o	EAM	6.0006	7.2600
3prs	RIT	7.4799	7.8200
3pww	ROC	7.0044	7.3200
3pxf	2AN	4.0174	4.4300
3pyy	3YY	7.9486	6.8600
3qgy	L7O	7.9112	7.8000
3qqs	17C	4.8995	5.8200
3r88	14F	4.6499	4.8200
3rlr	3RR	8.1298	7.5200
3rr4	HRD	6.6897	4.5500
3rsx	RSV	3.8669	4.4100
3ryj	RYJ	8.4273	7.8000
3syr	GPK	4.9031	5.1000
3tsk	QEG	8.2180	7.1700
3twp	SAL	4.4881	3.9200
3u5j	08H	5.9439	5.6100
3u8k	09P	7.0419	8.6600
3u8n	09S	7.7748	10.1700
3u9q	DKA	3.5345	4.3800
3udh	091	3.8884	2.8500
3ueu	DAO	5.0031	5.2400
3uev	MYR	5.3127	5.8900
3uew	PLM	5.5804	6.3100
3uex	STE	5.8010	6.9200
3ui7	C1L	8.0006	9.0000
3uo4	0C0	7.1966	6.5200
3up2	0C8	6.8789	7.4000
3utu	1TS	8.1337	10.9200
3uuo	0CV	8.2528	7.9600
3wtj	TH4	8.4241	6.5300
3wz8	IXV	5.9125	5.8200
3zdg	XRX	5.5881	7.1000
3zso	O2N	4.4915	5.1200
3zsx	N44	5.4103	3.2800
3zt2	ZT2	3.2374	2.8400
4abg	91B	4.8043	3.5700
4agn	NXG	4.2769	3.9700
4agp	P51	4.9698	4.6900
4agq	P96	4.9408	5.0100
4bkt	QD0	4.0859	3.6200
4cig	X0P	4.1079	3.6700
4ciw	XH2	4.7094	4.8200
4cr9	OTW	5.1987	4.1000
4cra	XJ8	8.5965	7.2200
4crc	OTM	8.3430	8.7200
4ddh	MS0	3.0894	3.3000
4ddk	0HN	3.1502	2.2900
4de1	0J6	4.0103	5.9600
4de2	DN3	4.3405	4.1200
4de3	DN8	3.9182	5.5200
4djv	0KM	6.6758	6.7200
4dld	TZG	7.3451	5.8200
4dli	IRG	6.7802	5.6200
4e5w	0NT	8.1901	7.6600
4e6q	0NV	6.7057	8.3600
4ea2	RWZ	5.3884	6.4400
4eky	D1J	4.7595	3.5200
4eor	4SP	6.4541	6.3000
4f09	JAK	6.5536	6.7000
4f9w	LM4	6.7051	6.9400
4gfm	0X2	6.0564	7.2200
4gid	0GH	7.8445	10.7700
4gkm	683	4.9598	5.1700
4gr0	R4B	8.4554	9.5500
4hge	15V	7.8569	7.9200
4ivb	1J5	8.9630	8.7200
4ivc	1J6	9.3868	10.0000
4ivd	15T	9.3688	9.5200
4j21	AJ6	6.7570	7.4100
4j28	EAT	7.1960	5.7000
4j3l	AJ5	7.2746	7.8000
4jfs	16Z	5.0591	5.2700
4jia	1K3	5.8831	9.2200
4jsz	FB2	6.3458	2.3000
4jxs	18U	3.5566	4.7400
4k18	1OB	7.2362	8.9600
4k77	1Q4	7.6764	6.6300
4kz6	ZB6	4.8920	3.1000
4kzq	DFL	5.7184	6.1000
4kzu	A73	6.5480	6.5000
4llx	5ZE	3.3823	2.8900
4lzs	L46	4.3490	4.8000
4m0y	M0Y	6.9714	6.4600
4m0z	M0Z	7.4213	5.1900
4mgd	27N	5.4465	4.6900
4mme	29Q	6.2062	6.5000
4ogj	2TA	6.2490	6.7900
4owm	3F0	4.3223	2.9600
4pcs	2M7	7.1933	7.8500
4qac	KK3	9.1752	9.4000
4qd6	30T	8.2139	8.6400
4rfm	3P6	9.0825	10.0500
4tmn	0PK	7.4544	10.1700
4twp	AXI	7.8460	10.0000
4ty7	39F	7.8750	9.5200
4u4s	3C1	6.2150	2.9200
4w9c	3JG	5.7222	4.6500
4wiv	3P2	6.3410	6.2600
4x6p	3YU	8.3329	8.3000
5a7b	KMN	4.7571	3.5700
5aba	UL7	4.1588	2.9800
5dwr	5H7	9.0346	11.2200
5tmn	0PJ	6.1172	8.0400
