PDB_IDs	Ligand_Codes	Predictions	Labels
3myg	EML	7.0250	10.7000
3n7a	FA1	4.1267	3.7000
3n86	RJP	5.8209	5.6400
3nox	6A5	7.6289	8.6600
3nq3	DKA	4.6611	3.7800
3nw9	637	7.9129	9.0000
3oe5	611	6.1340	6.8800
3owj	1EL	6.2842	6.0700
3ozt	OZZ	5.6727	4.1300
3pe2	E1B	7.5082	9.7600
3pww	ROC	7.0044	7.3200
3pxf	2AN	4.0174	4.4300
3u9q	DKA	3.5346	4.3800
3udh	091	3.8884	2.8500
3ueu	DAO	5.0031	5.2400
3uex	STE	5.8010	6.9200
3uo4	0C0	7.1966	6.5200
3utu	1TS	8.1337	10.9200
3vd4	IPT	3.9577	4.8200
3vh9	HQY	4.4767	6.2400
3zso	O2N	4.4915	5.1200
3zsx	N44	5.4103	3.2800
4de1	0J6	4.0103	5.9600
4de2	DN3	4.3406	4.1200
4des	57D	6.3214	5.8500
4dew	LU2	5.9731	7.0000
4djr	0KJ	10.9347	11.5200
4djv	0KM	6.6758	6.7200
4g8m	G8M	6.4761	7.8900
4gid	0GH	7.8445	10.7700
4gqq	0XR	5.7518	2.8900
4tmn	0PK	7.4544	10.1700
