PDB_IDs	Ligand_Codes	Predictions	Labels
2uwl	895	7.6610	8.4000
2uwp	894	8.3942	6.8100
2uy4	AZM	6.3004	4.6800
2v2c	PGA	3.4275	3.4100
2v77	PAY	7.2692	5.0600
2v7t	SAH	4.8357	7.4800
2v7u	SAM	5.1221	5.9000
2v7v	5FD	4.1501	6.6600
2vhw	NAI	4.3360	5.0900
2vkm	BSD	7.7872	8.7400
2vmd	MBG	3.3047	3.0200
2vpn	4CS	4.9333	6.7200
2vuk	P83	4.0003	3.8200
2vw5	BC6	6.0241	8.5200
2w26	RIV	8.1514	9.4000
2zmm	35B	5.4608	7.6000
2zn7	410	5.9140	7.8900
3b3c	PLU	5.6288	3.9800
3b7r	BIR	7.8014	7.7000
3bex	PAU	2.0592	5.5700
3bl0	BL0	7.6010	6.9200
3brn	SRO	4.4872	8.7000
3bu1	HSM	3.9877	8.1500
3bxe	13P	4.1828	5.4800
3c2f	PRP	5.4972	2.0000
3c2o	NTM	4.1020	3.3500
3c2r	PHT	3.6911	3.1100
3c7i	TVN	7.2202	5.6400
3ccw	4HI	8.0658	7.8700
3ccz	5HI	8.6029	7.2900
3cd7	882	7.8058	7.8400
3czv	AZM	7.6943	7.8000
3d2r	ADP	5.1793	5.4800
3d51	GOX	2.5835	4.1500
3d83	GK6	7.5902	8.3600
3ddg	GB7	3.9968	6.0000
3dp4	AMQ	5.5986	7.3700
3e92	G6A	7.7704	8.0000
3eko	PYU	5.0644	6.7000
3ekr	PY9	7.2416	5.5500
3ene	NPZ	7.2439	6.2400
3eqr	T74	9.2033	8.7000
3f8c	HT1	5.8581	7.6800
3fat	AMQ	6.6137	7.6400
