PDB_IDs	Ligand_Codes	Predictions	Labels
3b27	B2T	6.1896	5.1600
3b5r	B5R	7.6129	8.7700
3b65	3B6	7.3562	9.2700
3b68	B68	8.0797	8.4000
3bgz	VX3	5.0711	6.2600
3coy	53H	6.9125	6.0200
3coz	54H	6.3053	5.5700
3d4z	GIM	6.0058	4.8900
3d6q	U3S	3.4453	3.7600
3dd0	EZL	8.5115	9.0000
3dx1	YHO	6.1372	3.5800
3dx2	MZB	4.3620	6.8200
3dxg	U5P	3.6950	2.4000
3e5a	VX6	6.4750	8.2300
3e92	G6A	8.2635	8.0000
3e93	19B	8.8241	8.8500
3ebp	CPB	6.6344	5.9100
3ehy	TBL	6.5968	5.8500
3ejr	HN4	6.7340	8.5700
3f3c	PFF	3.8075	6.0200
3fcq	M3S	3.5186	2.7700
3fur	Z12	5.8586	8.0000
3fv1	DYH	9.3017	9.3000
3fv2	NDZ	8.3686	8.1100
3g0w	LGB	8.0724	9.5200
3g2n	OAK	4.4237	4.0900
3g2z	GZ2	4.4965	2.3600
3g31	GF1	3.2698	2.8900
3gbb	MS8	6.9504	6.9000
3gc5	2MQ	6.9422	7.2600
3ge7	AFQ	7.4407	8.7000
3gr2	GF4	2.4150	2.5200
3gv9	GV9	3.3655	2.1200
3gy4	PBZ	4.2797	5.1000
3ivg	FG5	5.4595	4.3000
3jvr	AGX	6.3653	5.7200
3jvs	AGY	8.1189	6.5400
3jya	LWG	6.6265	6.8900
3k5v	STJ	7.0732	6.3000
3kgp	4AZ	3.1874	2.5700
3kr8	XAV	7.6389	8.1000
3kwa	SPM	5.2616	4.0800
3l7b	DKZ	3.1508	2.4000
3lka	M4S	6.9608	2.8200
3mss	MS7	5.5049	4.6600
3myg	EML	8.1598	10.7000
3n76	CA2	5.6811	6.8500
3n7a	FA1	4.3603	3.7000
3n86	RJP	4.9907	5.6400
3nq9	OCA	5.1690	4.0300
3nw9	637	8.0440	9.0000
3nx7	NHK	7.6892	8.1000
3o9i	A61	10.7113	11.8200
3oe4	610	5.2880	7.4700
3oe5	611	6.5200	6.8800
3ozs	OZS	6.2043	5.3300
3ozt	OZZ	5.5638	4.1300
3p5o	EAM	6.7538	7.2600
3prs	RIT	6.9117	7.8200
3pww	ROC	6.8815	7.3200
3pxf	2AN	5.0833	4.4300
3pyy	3YY	8.0266	6.8600
3qgy	L7O	7.5658	7.8000
3qqs	17C	4.2723	5.8200
3r88	14F	3.9214	4.8200
3rlr	3RR	8.7971	7.5200
3rr4	HRD	5.7912	4.5500
3rsx	RSV	4.0065	4.4100
3ryj	RYJ	7.5591	7.8000
3syr	GPK	5.3252	5.1000
3tsk	QEG	8.1748	7.1700
3twp	SAL	3.8902	3.9200
3u5j	08H	7.5873	5.6100
3u8k	09P	6.6142	8.6600
3u8n	09S	8.0426	10.1700
3u9q	DKA	5.1531	4.3800
3udh	091	4.0683	2.8500
3ueu	DAO	5.9935	5.2400
3uev	MYR	6.1750	5.8900
3uew	PLM	6.2736	6.3100
3uex	STE	6.3285	6.9200
3ui7	C1L	8.7423	9.0000
3uo4	0C0	7.7541	6.5200
3up2	0C8	7.3090	7.4000
3utu	1TS	8.4345	10.9200
3uuo	0CV	8.2244	7.9600
3wtj	TH4	7.9438	6.5300
3wz8	IXV	5.3827	5.8200
3zdg	XRX	7.2223	7.1000
3zso	O2N	4.1506	5.1200
3zsx	N44	4.7317	3.2800
3zt2	ZT2	2.7914	2.8400
4abg	91B	4.6522	3.5700
4agn	NXG	4.6794	3.9700
4agp	P51	5.1252	4.6900
4agq	P96	4.7598	5.0100
4bkt	QD0	4.3790	3.6200
4cig	X0P	4.0239	3.6700
4ciw	XH2	5.0442	4.8200
4cr9	OTW	4.6223	4.1000
4cra	XJ8	8.4377	7.2200
4crc	OTM	8.1751	8.7200
4ddh	MS0	2.9473	3.3000
4ddk	0HN	3.0457	2.2900
4de1	0J6	4.4632	5.9600
4de2	DN3	4.7974	4.1200
4de3	DN8	4.1536	5.5200
4djv	0KM	7.2814	6.7200
4dld	TZG	6.5648	5.8200
4dli	IRG	6.3009	5.6200
4e5w	0NT	7.9119	7.6600
4e6q	0NV	7.6827	8.3600
4ea2	RWZ	5.8212	6.4400
4eky	D1J	2.9269	3.5200
4eor	4SP	5.9003	6.3000
4f09	JAK	8.4227	6.7000
4f9w	LM4	7.4542	6.9400
4gfm	0X2	8.2398	7.2200
4gid	0GH	7.9312	10.7700
4gkm	683	5.1343	5.1700
4gr0	R4B	8.6392	9.5500
4hge	15V	7.9144	7.9200
4ivb	1J5	7.8545	8.7200
4ivc	1J6	7.9922	10.0000
4ivd	15T	7.8741	9.5200
4j21	AJ6	7.6750	7.4100
4j28	EAT	6.5621	5.7000
4j3l	AJ5	7.6281	7.8000
4jfs	16Z	3.9681	5.2700
4jia	1K3	6.7504	9.2200
4jsz	FB2	5.9849	2.3000
4jxs	18U	4.6441	4.7400
4k18	1OB	7.7487	8.9600
4k77	1Q4	7.7771	6.6300
4kz6	ZB6	4.9002	3.1000
4kzq	DFL	6.1170	6.1000
4kzu	A73	6.9109	6.5000
4llx	5ZE	3.5804	2.8900
4lzs	L46	4.7670	4.8000
4m0y	M0Y	6.7716	6.4600
4m0z	M0Z	7.3296	5.1900
4mgd	27N	6.2276	4.6900
4mme	29Q	5.7339	6.5000
4ogj	2TA	7.0924	6.7900
4owm	3F0	4.0485	2.9600
4pcs	2M7	6.7306	7.8500
4qac	KK3	7.3285	9.4000
4qd6	30T	7.5612	8.6400
4rfm	3P6	8.0382	10.0500
4tmn	0PK	6.6243	10.1700
4twp	AXI	8.6900	10.0000
4ty7	39F	8.1195	9.5200
4u4s	3C1	6.2123	2.9200
4w9c	3JG	5.0760	4.6500
4wiv	3P2	6.8072	6.2600
4x6p	3YU	8.9288	8.3000
5a7b	KMN	4.7074	3.5700
5aba	UL7	4.9367	2.9800
5dwr	5H7	9.7282	11.2200
5tmn	0PJ	6.6493	8.0400
