PDB_IDs	Ligand_Codes	Predictions	Labels
2xys	SY9	7.388	7.42
2y5h	Y5H	7.313	5.79
2yfe	YFE	5.218	6.63
2yge	GDM	5.452	5.06
2yki	YKI	6.421	9.46
2ymd	SRO	5.782	3.16
2zb1	GK4	6.048	6.32
2zcq	B65	6.944	8.82
2zcr	B69	7.257	6.87
2zda	32U	8.282	8.40
2zy1	830	6.339	7.40
3acw	651	5.649	4.76
3ag9	A02	6.532	8.05
3ao4	833	3.096	2.07
3arp	DEQ	4.707	7.15
3arq	DM5	6.226	6.40
3aru	PNX	4.400	3.22
3arv	SAU	5.365	5.64
3ary	I5I	5.387	6.00
3b1m	KRC	6.822	8.48
3b27	B2T	5.554	5.16
3b5r	B5R	8.437	8.77
3b65	3B6	7.827	9.27
3b68	B68	7.995	8.40
3bgz	VX3	5.059	6.26
3coy	53H	6.283	6.02
3coz	54H	5.625	5.57
3d4z	GIM	6.596	4.89
3d6q	U3S	3.897	3.76
3dd0	EZL	8.114	9.00
3dx1	YHO	4.356	3.58
3dx2	MZB	5.672	6.82
3dxg	U5P	3.497	2.40
3e5a	VX6	7.729	8.23
3e92	G6A	7.485	8.00
3e93	19B	7.573	8.85
3ebp	CPB	5.020	5.91
3ehy	TBL	6.564	5.85
3ejr	HN4	6.129	8.57
3f3c	PFF	3.285	6.02
3fcq	M3S	3.331	2.77
3fur	Z12	6.802	8.00
3fv1	DYH	8.729	9.30
3fv2	NDZ	8.278	8.11
3g0w	LGB	8.730	9.52
3g2n	OAK	4.507	4.09
3g2z	GZ2	3.021	2.36
3g31	GF1	3.760	2.89
3gbb	MS8	7.072	6.90
3gc5	2MQ	6.511	7.26
3ge7	AFQ	6.725	8.70
3gr2	GF4	3.192	2.52
3gv9	GV9	3.134	2.12
3gy4	PBZ	3.998	5.10
3ivg	FG5	5.310	4.30
3jvr	AGX	6.412	5.72
3jvs	AGY	6.969	6.54
3jya	LWG	6.074	6.89
3k5v	STJ	6.450	6.30
3kgp	4AZ	2.883	2.57
3kr8	XAV	6.242	8.10
3kwa	SPM	5.522	4.08
3l7b	DKZ	3.682	2.40
3lka	M4S	6.088	2.82
3mss	MS7	5.015	4.66
3myg	EML	7.743	10.70
3n76	CA2	4.080	6.85
3n7a	FA1	3.247	3.70
3n86	RJP	4.775	5.64
3nq9	OCA	5.150	4.03
3nw9	637	7.837	9.00
3nx7	NHK	7.636	8.10
3o9i	A61	10.569	11.82
3oe4	610	5.381	7.47
3oe5	611	5.388	6.88
3ozs	OZS	6.438	5.33
3ozt	OZZ	4.599	4.13
3p5o	EAM	6.418	7.26
3prs	RIT	6.046	7.82
3pww	ROC	6.680	7.32
3pxf	2AN	4.385	4.43
3pyy	3YY	6.291	6.86
3qgy	L7O	7.369	7.80
3qqs	17C	4.540	5.82
3r88	14F	3.880	4.82
3rlr	3RR	7.237	7.52
3rr4	HRD	5.252	4.55
3rsx	RSV	4.001	4.41
3ryj	RYJ	7.834	7.80
3syr	GPK	4.464	5.10
3tsk	QEG	7.662	7.17
3twp	SAL	3.761	3.92
3u5j	08H	5.974	5.61
3u8k	09P	7.258	8.66
3u8n	09S	7.213	10.17
3u9q	DKA	4.802	4.38
3udh	091	3.591	2.85
3ueu	DAO	5.833	5.24
3uev	MYR	6.148	5.89
3uew	PLM	6.436	6.31
3uex	STE	6.686	6.92
3ui7	C1L	7.579	9.00
3uo4	0C0	7.798	6.52
3up2	0C8	7.753	7.40
3utu	1TS	8.142	10.92
3uuo	0CV	7.622	7.96
3wtj	TH4	6.923	6.53
3wz8	IXV	6.292	5.82
3zdg	XRX	5.827	7.10
3zso	O2N	3.012	5.12
3zsx	N44	3.077	3.28
3zt2	ZT2	2.795	2.84
4abg	91B	3.807	3.57
4agn	NXG	3.384	3.97
4agp	P51	3.695	4.69
4agq	P96	3.641	5.01
4bkt	QD0	3.383	3.62
4cig	X0P	3.072	3.67
4ciw	XH2	4.273	4.82
4cr9	OTW	3.320	4.10
4cra	XJ8	7.775	7.22
4crc	OTM	7.760	8.72
4ddh	MS0	2.796	3.30
4ddk	0HN	2.409	2.29
4de1	0J6	4.724	5.96
4de2	DN3	4.683	4.12
4de3	DN8	4.188	5.52
4djv	0KM	6.008	6.72
4dld	TZG	6.331	5.82
4dli	IRG	5.137	5.62
4e5w	0NT	8.815	7.66
4e6q	0NV	6.724	8.36
4ea2	RWZ	6.869	6.44
4eky	D1J	3.941	3.52
4eor	4SP	6.063	6.30
4f09	JAK	6.554	6.70
4f9w	LM4	6.465	6.94
4gfm	0X2	6.062	7.22
4gid	0GH	7.150	10.77
4gkm	683	4.737	5.17
4gr0	R4B	7.837	9.55
4hge	15V	7.079	7.92
4ivb	1J5	8.724	8.72
4ivc	1J6	9.193	10.00
4ivd	15T	9.428	9.52
4j21	AJ6	7.213	7.41
4j28	EAT	7.841	5.70
4j3l	AJ5	7.294	7.80
4jfs	16Z	7.241	5.27
4jia	1K3	7.641	9.22
4jsz	FB2	5.475	2.30
4jxs	18U	4.668	4.74
4k18	1OB	7.362	8.96
4k77	1Q4	7.359	6.63
4kz6	ZB6	4.361	3.10
4kzq	DFL	4.840	6.10
4kzu	A73	6.518	6.50
4llx	5ZE	3.545	2.89
4lzs	L46	4.540	4.80
4m0y	M0Y	5.609	6.46
4m0z	M0Z	5.791	5.19
4mgd	27N	5.640	4.69
4mme	29Q	6.289	6.50
4ogj	2TA	6.498	6.79
4owm	3F0	4.016	2.96
4pcs	2M7	7.950	7.85
4qac	KK3	8.397	9.40
4qd6	30T	7.309	8.64
4rfm	3P6	7.922	10.05
4tmn	0PK	5.795	10.17
4twp	AXI	7.355	10.00
4ty7	39F	8.107	9.52
4u4s	3C1	5.341	2.92
4w9c	3JG	4.463	4.65
4wiv	3P2	6.895	6.26
4x6p	3YU	8.222	8.30
5a7b	KMN	3.723	3.57
5aba	UL7	5.039	2.98
5dwr	5H7	8.033	11.22
5tmn	0PJ	5.860	8.04
